title,selected
"WhyJan. 13, 2014, Went Down As One Of The Biggest Days In Global Health Since You've Been Alive",0
"How to Evaluate a Public School?",1
"$300,000 Robbed From Armored Car'",1
"Writers Guild Crowns 'Her' and 'Captain Phillips' ",1
"A Drastically Awesome Way To Escape What's All Around Us",0
"New CDs From Broken Bells, Toni Braxton and Babyface'",1
"They Said She Was Paralyzed, And She Couldn't Afford Her Recovery. Then A Dancer Changed It All.",0
"Indonesia Reports Biggest Trade Surplus in 2 Years",1
"A High School In A Poor Neighborhood Closed Down. These Folks Reopened It And Kicked Some Butt. How?"0
"Picking Through a Volcanos Destruction",1
"Did That Really Just Happen? Yep. This Guy Pulled Down His Pants, On Stage, During His TED Talk.'",0
"A Lethal Luge Accident Still Questioned",1
"Shiffrin Can Retain Her Title in Slalom Before Games Begin",1
"This Kid Just Called His Mom An Angel. After Watching What She's Done All Day, I Totally Agree.",0
"Catherine Deneuve Film Opens French Cinema Series",1
"console.log(&quot;How Millions Of Students Are Learning A Crucial Skill That Most Schools Don't Teach&quot;);",0
"Montana: Diocese Files for Bankruptcy",1
"A Video I Loved Within 10 Seconds From A Random Dude Explaining The Magic Of Birth Control"0
"How China Deals With Internet-Addicted Teens Is Kind Of Shocking. And Maybe A Good Idea?"0
"Volkswagen Workers in Tennessee to Vote on Union Membership",1
"If They Put Folks In Jail For One Kind Of Robbery, It Would Stop Right Now'",0
"Russell Wilson, the Man Behind Center, Could Have Wound Up as a Second Baseman'",1
"He's Speaking. She's Playing. And I'm Just Over Here Trying To Pick My Jaw Up Off The Floor.",0
"News From the Advertising Industry for the Week of Feb. 3",1
"In the Forecast, More of the Off-White Stuff'",1
"Worker Coalitions",1
"Politics Aside, This Is Just A Man Talking About Grief'",0
"Hey There, Person Who Doesn't Think You're A Feminist. You Probably Actually Are.",0
"McDonald's Has An Entire Menu Of Life Advice For Its Workers  It's About As Wholesome As The Food",0
"Nice Shirt Ya Got There. Care To Find Out A Little About Who Made It?"0
"Ashes to Ashes, but First a Nice Pine Box'",1
"Syracuse Edges Duke as Streak Reaches Record Length; Cal Upsets No. 1 Arizona",1
"After Burying Thousands, a Gravedigger Retires'",1
"Here's The Moment A Black Woman Protected A White Man At A KKK Rally",0
"It's Been A Slow Process For Emily To Become Ethan. So He's Apologizing For The Wait.",0
"Al Qaeda Breaks Ties With Syrian Affiliate",1
"If Your Paycheck Could Talk, It Would Tell You'",0
"A Famous Columnist Has Trouble Defining Racism. Colbert Eats Him For Dinner."0
"Im Starting To Think About My Tax Return, And This Guy Makes A Ton Of Sense'",0
"How One Airport Is About To Start Treating People With Dignity"0
"The 3 Ridiculous Reasons Why Drugs Were Prohibited In The First Place"0
"Watch A Clever Senator Smack Down Deniers With His Extraordinary Commentary"0
"Bryans Rescue U.S.; Swiss, Germans and French Advance'",1
"A Before And After That Has Me In Disbelief: This Is Drinking Water?"0
"Conservative Groups Outpaced in Fund-Raising Stakes",1
"When Girls Are Constantly Shamed For Their Looks, Is It Any Wonder There's Only 1 Photog They Trust?",0
"Syria Hits Areas Held by Rebels in Aleppo",1
"Newly Wary, Shoppers Trust Cash'",1
"Twitter Reports Earnings; Debt Ceiling Looms Again",1
"I Respect These Female Heroes So Much More With Tiny Waists And Sparkly Dresses! LOL J/K."0
"Do You Think These People Were Created Equal After Seeing These Photos?"0
"Major Volcanic Eruption Kills at Least 14 in Indonesia",1
"Gov. Cuomos Cleanup Campaign",1
"Super Bowl Security Breach Comes After Game, in an Interrupted News Conference '",1
"Pretty Much The Next Jimi Hendrix  Is That Too Subtle For How Talented I Think This Kid Is?"0
"The Revolving Door: An Annotated Case Study",1
"Why Does Sarah Silverman Say Vaginas Really Really Scare People?"0
"A Single Dad Gets Creative To Deal With The Lonely Moments After A Weekend With His Kids"0
"A Hard Climate for Penguins and Butterflies",1
"Aid for Students With a Dream",1
"Being A Sex Object Is Empowering. Oh, Wait, No Its Not. Heres Why.'",0
"This True Story About Organ Trafficking Is Like Every Urban Legend You've Heard, But Worse",0
"If A Man Asks What Women Have Been Asking For Centuries, Will Men Finally Listen?'",0
"Hear A Comedian Explain Why We Shouldn't See A Photo Of A Topless Girl Next To The News",0
"Unpublished Chaplin Novella to Be Released",1
"Reporter Asks The Wrong Question, Politician Threatens To Throw Reporter Off A Balcony. Yes, Really.'",0
"Palestinian Leader Seeks NATO Force in Future State",1
"A 15-Year-Old With A Huge Brain And An Even Bigger Heart Blows MIT Away"0
"At Canyon Ranch, 'Sensuality Sessions' for Valentine's Day",1
"You Know How Youre Supposed To Always Want To Be Younger? Well, Screw That.'",0
"Protesters Disrupt Thai Voting, Forcing Additional Elections'",1
"The Shocking Reality Of What Is 'Hidden In The Harvest'",0
"Well, There Goes Pennsylvania. And It Used To Be Such A Nice State.'",0
"His Death Wasn't Just A Tragedy, It Was A Product Of A Criminal Justice System",0
"More Bitcoin Regulation Is Inevitable",1
"What Does This Lesbian Talking Head From Fox News Have To Say About Being Politically Correct?"0
"Ever Tell Yourself You're In Love With A Deeply Difficult Person Instead Of Facing The Truth?",0
"'I Just Wanted To Die' And 'Maybe I Deserved This' Are Words A Child Should Never Have To Say",0
"He Knows When You're Sleeping. He Knows When You're Awake. He Should Probably Mind His Own Business.",0
"That One Time A Company Ignored The Racist Haters And Proceeded With Another 'Shocking' Commercial",0
"Well, It's Official. This Holiday Gift Idea Is Way More Meaningful Than Everything I've Got.",0
"Republicans Vague on Citizenship Question",1
"Be Nice to Your Social Studies Teacher",1
"His Friends Know Him as Petroswickonicovick",1
"Joe on WNYC\'s 'Money Talking': January 31, 2014'",1
"Maximilian Schell, Oscar-Winning Actor, Dies at 83'",1
"What's Going On in This Picture? | Feb. 3, 2014",1
"If You Need An Example Of How Silly Our Standards Have Gotten For How Women Look ... Ta-Da!"0
"New York Today: Get Out the Snow Shovel. Again.",1
"Battles Loom in Many States Over What to Do With Budget Surpluses",1
"At First I Thought, 'Haha, Safe Sex Dance.' Then I Thought, 'Wow, That's Genius.'",0
"Making a Dramatic Case for a Soviet-Era Composer",1
"Here Is What Happens When A Trailblazer Does Just That"0
"Not An Exaggeration: This Video Can Actually Help You Save Someone's Life One Day",0
"Hugh Jackman Gives Us A Much-Needed History Lesson And A Wake-Up Call"0
"Contraception Case",1
"Before Hitting and Fielding, Young Mets Seek Edge by Running and Stretching'",1
"A 6-Year-Old Girl Walked Into A School  And 500 Kids Were Removed Because Of It"0
"A 4-Year-Old Girl Asked A Lesbian If She's A Boy. She Responded The Awesomest Way Possible.",0
"The Eerie Thought About God That The Inventor Of The Nuclear Bomb Had When It Went Off"0
"The Startling Facts That Should Devastate America"0
"Young Teen Shows Us What Having ADD Really Feels Like To Him"0
"Some States Have Decided That People Living On The Edge Might Not Be Such A Great Idea"0
"The Super Bowl Ad That You Should See If You Think Little Girls Can Become Epic Rocket Scientists"0
"Something We've Had Since Humans Have Been Around Might Be Lost On Your Grandchildren",0
"Quotation of the Day for Saturday, February 1, 2014'",1
"The Anti-Bullying Video That Could Probably Win An Oscar"0
"Building a Better Battery",1
"10 Simple Minutes A Day Could Change Your Perspective On All The Things"0
"As Argentine Peso Falters, President Keeps a Low Profile'",1
"You May Be Startled By Where She Ends Up At The End Of The Video"0
"How de Blasio Measures Up on the Court, Field and Ice'",1
"Skyline? Yes. Night Life? Great! Lake to Skate On? No.",1
"About Last Night | Artists Gather for a Spoken-Word Tribute to the Diabolical Wit and Wisdom of John Baldessari",1
"Weekend Gun Report: January 31-February 2, 2014'",1
"Protesters Beat Police Officer in Ukraine, Ministry Says'",1
"He's Speaking To Your Children. Would You Freak Out If They Listened?",0
"That Girl From 'The Hunger Games' Is Asked A Poignant Question, And I Love Her Answer",0
"The Money Behind the Ads",1
"Ren&eacute;e Fleming to Teach Master Class at Juilliard",1
"Quotation of the Day for Monday, February 3, 2014'",1
"A Few Weeks Before She Was Crowned 'Miss World,' She Was Raped. But This Isn't Just Her Story.",0
"The Pregnancy Is Gone, but the Promotions Keep Coming  '",1
"Here's The Science You Can't Not Know Before Making That Ambitious New Year's Resolution",0
"Cataclysm Has Arrived: Mans Inhumanity to Nature",1
"A Mexican Bicyclists Death",1
"When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story"0
"A Modigliani? Who Says So?",1
"The Capitols Spinning Door Accelerates",1
"A Harsh Winter Depresses January Auto Sales",1
"This Is How Marketing Works, And It's Devastating",0
"Both Sides Declare P.R. Victory in Skirmish Over SodaStream Super Bowl Ad",1
"If You've Heard Someone Say 'Love The Sinner, Hate The Sin,' You Should Share This With Them",0
"Raiding Japan on Fumes in 1942, and Surviving to Tell How Fliers Did It'",1
"If 3 Little Girls Did This To My House, I'd Do Everything I Could To Get Them Full Rides To Stanford",0
"Chris Christie Returns to High School",1
"On Kristof's Column About Dylan Farrow and Woody Allen, 'Only Questions'",1
"Fuck Yeah, Sex Ed! Want To Know The Difference Between Sexual And Romantic Orientation?'",0
"This Simulation Of The Known Universe Does Not Disappoint"0
"Evening Hours | Keeping Warm",1
"By Day, He Wears A Suit. By Afternoon, He's In Rags  By Choice.",0
"After Risqu Years, Super Bowl Commercials Go Warm and Fuzzy'",1
"A Few Important Things To Remember The Next Time A Cop Pulls You Over"0
"The Simple Way A Developing Country Managed To Decrease The Number Of Babies Who Died By Almost 30%"0
"See These Rare Photos Of Remote Tribes Before They Disappear"0
"It's Easy For These Celebrities To Go Home  Not So Easy For Who They're Talking About",0
"What He Has To Say About Your Favorite Products And Brands Should Do More Than Worry You"0
"And Now For Your 1 Minute Of Inspiration  How Change Happens"0
"He's Trying To Make Buses Sexy, And It's Working",0
"Nets Williams Gets Start, but Pacers Hold On at End'",1
"Kerry and Iran Minister Confer on Nuclear Issue",1
"Clear Your Next 10 Minutes Because This Video Could Change How Happy You Are With Your Entire Week"0
"Saving More Than Just Snow Leopards",1
"You Will Never See A Shorter, So Straight-To-The-Point, No-BS Take On Vaccines. And It's Pretty.",0
"Variety: Out of Order",1
"We're Being Robbed, But The People Doing It Will Never Go To Prison",0
"A Song To Play Every Time You See A Sexist, Racist, Or Homophobic Comment Online'",0
"Dartmouth Skier Dies at Event in Vermont",1
"Wall Changes His Shoes, and Wizards Fortunes, in Ending Thunders Streak'",1
"How Do You Know If You Have Depression? Hear This Woman Explain How She Found Out."0
"Rondo Leads the Celtics",1
"Christie Plays Defense",1
"20th Century Fox Gave Him $25,000 To Make A Movie Trailer. Here's What He Did Instead.",0
"Didn't Expect Such An Eloquent Discussion From A Comedian's Standup Routine",0
"A Company Does Something Really Puzzling On A Beach, And I Think They Made Their Point'",0
"You Might See Tattoos In A New Light After You See Them On This Woman"0
"Ye Chen and Jishang Wei",1
"What G.O.P.-Style Reform Looks Like",1
"Stadler Joins Father as PGA Tour Winner",1
"Elliott to Hint at Proxy Fight With Juniper",1
"The South African Version Of 'Sesame Street' Is Different In One Eye-Opening Way",0
"Arsenal Regains Top Spot",1
"Here's A Fact About Sharks And Humans That'll Stay With You Every Hour On The Hour Today",0
"Strap On Your Helmet And Go To A Magical Land With Charlie From 'Always Sunny'",0
"The Most Delightful Two And A Half Minutes You'll Have Today Will Happen Right ... Now",0
"Why Is Relatively Normal Child-Like Behavior Being Treated As An Illness? Gue$$."0
"Feel Like Having Your Teeny-Little Mind Blown? Just Start Watching. It Won't Take Long.",0
"A Pledge Of Allegiance Like You Have Never Seen Before"0
"He Used To Live Off The Land. So What Made Him Pick Up A Chain Saw And Go At It?"0
"France and Britain Agree on Outer Space, but Find No Common Ground on Europe'",1
"North Korea Agrees to Talks on Reunions",1
"AHHH! Jon Stewart Reports On A Story I Thought Was Reserved For Horror Movie Plots."0
"At the Town in the Middle, Super Bowl Loyalties Are Difficult to Nail Down'",1
"Raymond Weil, Whose Swiss Watches Told More Than Time, Dies at 87'",1
"Spurred by Global Crises, Germany Weighs a More Muscular Foreign Policy'",1
"'Luminaries' to Light Up Small Screen",1
"News Giant in Japan Seen as Being Compromised",1
"Smith & Nephew to Buy U.S. Medical Device Maker",1
"Detroit Sues to Cancel Some Costly Contracts ",1
"Method of Study Is Criticized in Groups Health Policy Tests",1
"A Celebrity Gossip Idea So Brilliant I Wish It Wasn't A Parody",0
"A Swift and Fatal Luge Plunge, and Then an Abyss of Sorrow'",1
"A Library for Obama First Needs an Address",1
"Poor Game Seals Season but Not Debate on Legacy",1
"In Rinks Beyond Sochi, a Chance for Players Left Behind'",1
"You Could Call It Theater of the Cabsurd",1
"Your First Reaction To Seeing A Crime In Progress Is To Report It. Not These Folks. Here's Why.",0
"Chasing Their Star, on YouTube'",1
"Officials to Make Olympic Slopestyle Course Safer",1
"H.P. Revises Autonomy Financial Reports, Citing Accounting Errors'",1
"For Hermione, It Shouldn't Have Been Ron, Rowling Says",1
"Its Crazy How Normal People Look Underneath All That Makeup They Use To Look Normal"0
"A Circus of Intimate Sensation",1
"If You've Ever Felt Not Quite Good Enough, You Might Appreciate This",0
"Paul Allen, the Seahawks Man in the Shadows, Shows Them the Light'",1
"Looking Beyond the Canonical Masterpieces",1
"She's A Photographer Who Captures Humanity  Yet So Many View Her Work In Only One Way",0
"What Is Depression? Let This Animation With A Dog Shed Light On It."0
"Greeces Far-Right Party Tries to Evade Government Crackdown With a New Name",1
"Staying True to Greece While Drawing on Some Wider Influences",1
"Bloomberg Picked to Be Climate Envoy",1
"After Hearing Someone Shame Women Who Have Abortions, She Bravely Spoke Out About Her Own'",0
"For a Silky Hip-Hop Romeo, a Juliet of His Own Making'",1
"Market Report | Men's Watches that Stop the Hands of Time",1
"Think Your Scars Are Ugly? This Artist Thinks You're A Walking Work Of Art.",0
"Documents in New Jersey Bridge Scandal Set to Start Pouring In",1
"The Earths Next 100 Years, Visualized'",0
"The G.O.P.s Immigration Delusion",1
"Nocturnalist at the Super Bowl | Pregame With the Stars",1
"WATCH: The Food You're Probably Not Eating For All The Wrong Reasons",0
"Cutting Straight to the Chase With Dessert",1
"Think You Know What 'Fat' Means? You Should Listen To This Dude's Definition.",0
"As Ukraines President Returns From Leave, His Options Seem Dismal'",1
"I Hope Id Be As Brave As This Family When Faced With The Kind Of Hate That Can Drive You Crazy"0
"Say Hello To The Ingenious Invention That's Maybe Gonna Be Around Longer Than All Of Us",0
"If You've Ever Heard People Say, 'There Are Plenty Of Jobs Out There...' Then Take A Look At This",0
"Ligety Takes Giant Slalom",1
"The One Where A Walmart-Friendly PR Firm Creates An Ad So Full Of Propaganda It's Actually Hilarious",0
"Super Bowl XLVIII: Seahawks Dominate Broncos to Win First Title",1
"There Are Some Selfies That Should Be Kept To Your Selfie"0
"It Doesnt Take A Nurse To Know Kids Hair Shouldnt Fall Out. But It Took This Nurse To Stop It."0
"This Recent Bill Is Everything That's Wrong With Politics In One Very Expensive Nutshell",0
"Super Bowl Tickets Are a Bargain at More Than $2,000'",1
"The Simplest Explanation Of How To Get Out Of This Jobs Crisis I've Seen Yet",0
"At Barclays Center, Nothing Can Stop Kevin Durant Except the Bench'",1
"A Nurse Uses His Special Gift To Help Patients Cope With Pain"0
"Here Are The Top 4 Arguments For And Against Raising The Minimum Wage"0
"At First You'll Be Confused By The Story In The Beginning, But Then It Hits You Like A Ton Of Bricks",0
"Political Candidates Aides Die in Afghanistan Attack",1
"In the End, It All Adds Up to  1/12'",1
"A Teenager Articulates How Policies Should Be Created Better Than Most Adults Probably Could"0
"Carly Rae Jepsen Takes a Cinderella Risk",1
"Latest Sites of Breaches in Security Are Hotels",1
"I Almost Didnt Believe Kids Could Just Get Along With Each Other Anymore ... Until Now"0
"Ex-Chicago Mayor Daley Still in Intensive Care",1
"This Is A Film I Want To See. Because Stigmas Are Deadly And Stories Need to Be Told."0
"She Wants To Look Like Her Mom. What That Means Might Make You Wince."0
"Are You Ready for Some ... Nordic Voices?",1
"How Is A Bill Collector Like A Horror Movie Villain?"0
"Forget Vampires And Zombies, Here's A Real-Life Monster Way More Worthy Of Our Attention",0
"If The Christmas Song 'Baby, It's Cold Outside' Were A Little More Truthful It Would Sound Like This",0
"The Snoop Dogg-y Spoof Of President Obama That's Too Good Not To See",0
"When Pedestrians Get Mixed Signals",1
"A Mayor Most Everybody Looks Up To, Even When He Slouches'",1
"Kids To People Who Are Afraid Of Gays: 'If I'd Have Gotten A Bunch Of Microscopes, Would I Be Gay?'",0
"Strahan Is Among 7 Elected to the Pro Football Hall of Fame",1
"That Time Jon Stewart Did A Panel On Racism And Made The Whole Internet Laugh"0
"Testing of Olive Oil",1
"You've Never Heard A Cover Of John Lennon's 'Imagine' Like This One",0
"The Big Picture, in Any Language'",1
"Some Say This Model Is Fat. She Gives Such A Perfect Response That Even Ellen Applauds."0
"Feeling Ill, Richard Daley, Former Mayor of Chicago, Is in I.C.U.'",1
"Why Does Being Right-Handed Totally Violate The Basic Laws Of Physics?"0
"Stop-and-Frisk Settlement",1
"Off With Her Shot, Sims Still Scores 44 Points to Help Baylor Beat Texas'",1
"Sorry, Pregnant Lady: You Can't Give Birth Here Because You're Poor",0
"A Tip and Extra Time Help Tampa Bay Edge Montreal",1
"Heres How To Save On Gas Money. Whether You Spend It On Christmas Presents Or Beer Is Up To You."0
"An Actor Who Got Super Famous Overnight Has Some Profound Thoughts On Celebrity Worship"0
"Pipeline Opponents Hopes Now Rest Largely on Kerry",1
"The Eye-Opening Study Every American Needs To See"0
"A Ghastly Injustice in India",1
"One Woman's Journey Into Sex Slavery And Back In The Heart Of Silicon Valley",0
"Remember When The Banks Caused A Global Economic Meltdown? Here's A Way They Could Make Up For It.",0
"A Life After Prison",1
"By Looking At Her, You May Not Know What She's Hiding Underneath",0
"The Upsetting Difference Between Men And Women, According To The Worlds Biggest Search Engine'",0
"What Do These Scary-Looking People Have To Do With Child Abuse? The Answer Is Pleasantly Surprising."0
"Who'd Have Thought A Man Talking About His Arm Would Be So Interesting?",0
"U.S. Player Ratings: Wondolowski and Defense Stand Out",1
"It's Truly Shocking That These Words Were Coming Out Of Your Television Last Year",0
"That Burger Looks Innocent, But Its Hiding More Secrets Than A Teenagers Diary'",0
"A Scarily Accurate Parody That Shows How Fake Companies Are Hiding Corrupt Profits"0
"How Much Is That Seat, Really? A Travel Site Breaks It Down'",1
"A Science Teacher Ate McDonald's For 3 Months And Lost Weight. Here's What That Proved.",0
"Randolph Lifts Grizzlies to 5th Straight",1
"Delusions of Failure",1
"Popular Demand",1
"First They Gave Free Books. Then Free Music And Movies. Now Free Internet. Are They Nuts?"0
"When You Think Of Semi-Naked Models Draped Over A Piece Of Powerful Machinery, I Bet You Don't Think Of This",0
"Sometimes The Cops Help You Find Your Stolen Car. Sometimes The Cops Are The Ones Who Stole It."0
"Why A Drug Arrest Is Not Like Other Arrests"0
"Winning Lottery Numbers for Feb. 2, 2014'",1
"These Hilariously Witty Comebacks To Sexist Comments Are Perfect"0
"With Engagement Rings, Love Meets Budget'",1
"We Can't All Be Extroverts. Just Ask This Once Painfully Shy, Famous, Talented Introvert.",0
"Airline Sets Deadline on Talks With Alitalia",1
"Stephen Fry Somehow Makes Sense Of Racism"0
"The Science of Snowmaking",1
"In The USA, Tipping Is Not Optional. You Read That Right.'",0
"A 13-Year-Old Gets Plastic Surgery To Fix What's Wrong With Her. Society Is What's Wrong With Her.",0
"As the U.S. Seeks a Scorer, One Player Finds the Goal '",1
"I Don't Quite Know What These People Are Doing On The Job, But I'd Work 1 Week And Retire",0
"They're College Grads. They're Doing Real Work. But They Can't Even Make Minimum Wage?",0
"Dear Creeps On The Street: No, My Name Is Not 'Hey Baby'",0
"A News Team Follows Potential Models For One Week. My Face Is Now Stuck In Disgust Mode."0
"A Screamer at the Museum of Modern Art",1
"Photo Replay: Jan. 27-Feb. 2",1
"A Smartypants Scientist Makes An Easy Analogy About Our Planet, And Now I'm Scared",0
"Weighing Testosterone's Benefits and Risks",1
"Watch This 6-Year-Old Give You The Most Adorable Guilt Trip Ever"0
"Youre a Suspect. Thats the Drill.",1
"Here's Your Chance: Meet The Women Who Make Clothes Like Yours Day In And Day Out",0
"Tech Companies Offer Update on Government Data Requests",1
"You Wouldn't Want This To Happen To Your Baby, But It Happens To A Thousand Babies Every Single Day",0
"A Quick Guide To Identifying Someone's Sexual Orientation By Appearance Alone",0
"The Masculine Mistake",1
"Safety Agency Says 22 Million Vehicles Recalled in 2013",1
"Texas Republicans Vying for Lieutenant Governor Lean Heavily Right",1
"Corrections: February 3, 2014'",1
"Gun Battle in Bangkok Escalates Election Protest",1
"This Alcohol Ad Takes A Very Honest Turn. Surprise, Surprise, It's Mega Depressing.",0
"Here Are Some Secrets About An Industry That Nobody Wants To Talk About"0
"Halftime Brings a Much-Anticipated Seinfeld Reunion",1
"Congresswoman Is Confronted By Reality And Proceeds To Pretend It Doesn't Exist",0
"Town Is Secured in Central Africa",1
"People Were Outraged By What He Said His Entire Life, But Right Before He Died? He Was Still At It.'",0
"Nancy Grace Loses A Debate. Against Herself."0
"Reaction Time May Predict Longevity",1
"Forget Forecast: Seahawks Pour It On in the Super Bowl",1
"Hacker Group Accuses Merkel Government of Helping to Spy",1
"What's It Really Like To Be Transgender? Raw Answers To The Questions You've Been Too Nervous To Ask",0
"Can You Believe Coke And Pepsi Are Desperate Enough To Stoop So Low?"0
"Goldman's Charitable Foundation Chief to Lead Urban Investment Group",1
"After Scandal, SAC Capital Begins to Fade to Black '",1
"They Took 3 Years Of His Life. Now It's His Turn To Fight Back.",0
"That Neurotic on the Team? Give Him Time",1
"A Stampede Of People On Black Friday Is A Bad Thing. A Stampede On This New Holiday? Spectacular."0
"There's A Reason This Guy Doesn't Drink Anymore. Apparently, He Doesn't Want To Die.",0
"Before You Go Shopping Today, Listen To This Harvard Guy Talk About Spending Money And Happiness'",0
"My Favorite Line From This Trailer? If Another Country Was Doing This To Our Kids, Wed Be At War.'",0
"Times Minute | Disposing Libya's Weapons",1
"6 Q's About the News | Seattle Seahawks Win First Super Bowl in Team History",1
"Times Minute | Making Snow for Sochi",1
"How 'We The People' Became 'We The Corporations,' In Under 4 Minutes",0
"Wanna See Something Brilliant? Take A Few Days Off, Then Look In The Mirror.'",0
"If You Want A Successful Long-Term Relationship (Of Any Kind), Here Are 3 Invaluable Things To Know'",0
"This Guy Tries, For One Day, To Do The Work That Some Do Every Day. Watch What Happens'",0
"The Incredible Number Of People Who Touch Your Food Before It Hits The Table"0
"The Single Most Mind-Altering Photograph Humanity Has Ever Taken"0
"Enjoy A Few Moments Of Messed-Up Messages, Created And Shared By The Beauty Industry. Here It Comes.'",0
"Philip Seymour Hoffman Is Remembered by Fellow Actors on Twitter",1
"Hear The Powerful Way The 'World's Ugliest Woman' Beat Her Bullies",0
"Gender Equality? Beyonce Calls Bullsh*t."0
"Luring With Sound, but Aiming for Something Deeper'",1
"I Don't Usually Like Parody Songs, But This One On The Traffic Scandal Hits All The Right Notes",0
"Death Toll Climbs After Major Volcanic Eruption in Indonesia",1
"Turns Out, Happiness Is Sorta Like A Muscle. And Here's How You Can Exercise It.",0
"'Downton Abbey' Recap: Showdown Between Lady Violet and Isobel",1
"Amanda Knox, Found Guilty in Italy Killing, Vows to Fight Extradition'",1
"A Song About Not Letting Women Drive Cars Just Became A Hit Single"0
"Super Bowl XLVIII Matchup: Seahawks vs. Broncos",1
"Another Creepy Example Of How Real Life Is Way Scarier Than The Made-Up Stuff"0
"Could You Hurt Someone With Your Blood Running Through Them?"0
"The Beatles' Visit, Revisited",1
"The #1 Reason J.K. Rowling Won't Move To Monaco Will Make You Love Her Even More",0
"What Watts and Voltamperes Have",1
"They're Shamelessly Photoshopping Folks And Putting Them On Facebook",0
"An App That Talks Back, But Not In That Mildly Entertaining Way Siri Does'",0
"Sexual Objectification: What It Is, Why It's Damaging, And How We Change It",0
"An Actor Who Made Unhappiness a Joy to Watch",1
"Huge Company Looks At Big Fine And Just Laughs And Laughs And Laughs"0
"An NBA Star Came Out As Gay, And President Obama Called Him. Others Experience Kind Of The Opposite.'",0
"When A Huge World Religion Suddenly Shifts Its Messaging  Stuff Just Got Real"0
"Relocating Traditions in China",1
"A Little Taste Of What Capitalism Is Like When It Has No Limits"0
"Overnight, A Man Lost His Ability To Move And Speak. So He Resumed His Life As A Robot. Sort Of.'",0
"You Take Zillions Of Photos With Your Cellphone ... Why Not Try Something New With Them?"0
"The Reality That Homeless Children Live  Told By Mark, 10 Years Old'",0
"Push for Preschool Becomes a Bipartisan Cause Outside Washington",1
"The Read Around: Barry Werth",1
"They Thought It Couldn't Happen To Them. And Then It Did.",0
"What Is Happening Here? It's Like My Worst Nightmare, And Its Making Me Giggle.",0
"Heres A Simple Idea That Will Make A Huge Difference In The Lives Of Millions. Will Anybody Listen?"0
"Accounts and People of Note in the Advertising Industry",1
"Harold Shaw, Manager of Major Classical Artists, Dies at 90'",1
"Bill Nye On Why Your Horoscope Actually Belongs To Someone Else"0
"If You Pass One Of These People At The Airport This Season, Maybe Tell Them You Support Them?'",0
"A Science Icon Died 17 Years Ago. In His Last Interview, He Made A Warning That Gives Me Goosebumps.'",0
"For Some, Retirement Is Out of Reach. For Others, Boring.'",1
"Do You Spot What's Not Quite Right With These Fashion Posters?",0
"How Changing The Definition Of One Word Might Make TV Shows Worse But Real Life Better"0
"When Theres Nothing Scarier Than A Room Full Of White Men Laughing"0
"M.L.S. to Award David Beckham a Team in Miami",1
"Imax Faces a Threat in China",1
"His Bullies Used Sticks And Stones, So He Turned The Experience Into Beautiful Words To Teach Them'",0
"A Family of Punters Demonstrates the Heredity of Hang Time",1
"How To Tell If Your Halloween Costume Is A Crime Against Common Sense And Decency For The Reals"0
"Domino&#8217;s Delivery Workers Settle Suit for $1.3 Million ",1
"Miklos Jancso, Who Directed Stylized Films of War and Tyranny in Hungary, Dies at 92'",1
"I Waited A While To Make Sure That This Is THE Best Nelson Mandela Tribute"0
"Abbass NATO Proposal",1
"Here, Copy This Lady's Idea And Make Your Own Community A Little More Wonderful",0
"She's Here With A Warning, And I'm Seriously Scared Of What Might Happen If We Don't Listen",0
